age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,pdays,poutcome,nr.employed,Subscribed
41,admin.,single,university.degree,yes,no,cellular,aug,tue,280,2,999,nonexistent,5076.2,no
54,admin.,single,university.degree,yes,no,cellular,aug,tue,159,1,999,nonexistent,5076.2,no
60,admin.,married,professional.course,no,no,cellular,aug,tue,66,1,999,nonexistent,5076.2,no
35,admin.,single,university.degree,no,yes,cellular,aug,tue,371,1,999,nonexistent,5076.2,no
67,retired,married,university.degree,no,no,cellular,aug,tue,201,1,999,failure,5076.2,no
56,retired,married,high.school,yes,yes,cellular,aug,tue,97,1,3,success,5076.2,no
59,admin.,divorced,professional.course,yes,no,telephone,aug,tue,91,1,999,failure,5076.2,no
47,admin.,married,university.degree,yes,no,cellular,aug,tue,526,1,999,failure,5076.2,no
59,admin.,divorced,professional.course,no,no,cellular,aug,tue,477,1,999,nonexistent,5076.2,no
69,blue-collar,married,unknown,yes,no,cellular,aug,tue,400,3,999,nonexistent,5076.2,no
59,admin.,divorced,professional.course,no,no,telephone,aug,tue,198,1,999,nonexistent,5076.2,no
30,admin.,married,university.degree,yes,no,cellular,aug,tue,120,3,999,failure,5076.2,no
70,retired,married,high.school,yes,no,cellular,aug,tue,162,1,999,nonexistent,5076.2,no
59,blue-collar,married,basic.4y,no,no,cellular,aug,tue,163,3,999,nonexistent,5076.2,no
58,admin.,married,university.degree,no,no,cellular,aug,tue,373,4,999,nonexistent,5076.2,no
35,technician,single,university.degree,yes,no,cellular,aug,tue,113,3,999,nonexistent,5076.2,no
57,management,married,university.degree,yes,no,cellular,aug,tue,71,1,5,failure,5076.2,no
21,unemployed,single,high.school,yes,no,telephone,aug,tue,172,2,999,nonexistent,5076.2,no
57,management,married,university.degree,no,no,cellular,aug,tue,162,1,999,nonexistent,5076.2,no
42,management,divorced,unknown,yes,no,cellular,aug,wed,266,2,999,nonexistent,5076.2,no
66,retired,married,unknown,no,no,cellular,aug,wed,68,3,999,nonexistent,5076.2,no
62,management,married,university.degree,yes,yes,cellular,aug,wed,345,2,999,nonexistent,5076.2,no
27,admin.,single,university.degree,yes,no,cellular,aug,wed,1117,2,999,nonexistent,5076.2,no
60,management,married,university.degree,no,no,cellular,aug,wed,159,4,999,nonexistent,5076.2,no
31,services,single,university.degree,yes,no,telephone,aug,wed,701,1,999,nonexistent,5076.2,no
66,retired,unknown,basic.9y,yes,no,cellular,aug,wed,340,2,999,nonexistent,5076.2,no
31,blue-collar,single,university.degree,no,no,cellular,aug,wed,174,2,999,nonexistent,5076.2,no
48,admin.,married,high.school,no,no,cellular,aug,wed,74,2,999,nonexistent,5076.2,no
25,admin.,single,high.school,yes,yes,cellular,aug,wed,121,1,999,nonexistent,5076.2,no
26,student,single,basic.9y,no,no,telephone,aug,wed,127,1,999,nonexistent,5076.2,no
49,admin.,married,high.school,yes,no,cellular,aug,wed,90,2,999,nonexistent,5076.2,no
25,self-employed,single,university.degree,no,no,cellular,aug,wed,169,2,999,failure,5076.2,no
34,blue-collar,married,high.school,yes,no,cellular,aug,wed,115,2,999,failure,5076.2,no
45,blue-collar,single,basic.9y,yes,no,cellular,aug,wed,249,1,4,success,5076.2,no
45,blue-collar,single,basic.9y,no,no,cellular,aug,wed,150,1,3,success,5076.2,no
36,admin.,married,university.degree,yes,no,cellular,aug,wed,90,1,999,failure,5076.2,no
42,management,divorced,unknown,no,no,cellular,aug,wed,251,2,15,failure,5076.2,no
40,management,married,university.degree,unknown,unknown,cellular,aug,wed,699,2,999,failure,5076.2,no
37,blue-collar,single,professional.course,yes,no,cellular,aug,wed,100,1,999,nonexistent,5076.2,no
59,technician,married,university.degree,no,no,cellular,aug,wed,119,4,999,nonexistent,5076.2,no
29,services,married,high.school,yes,no,cellular,aug,wed,90,2,4,success,5076.2,no
38,admin.,married,university.degree,no,no,cellular,aug,wed,236,1,4,success,5076.2,no
27,unemployed,single,high.school,no,no,cellular,aug,wed,93,1,4,success,5076.2,no
36,admin.,single,university.degree,yes,no,cellular,aug,wed,87,1,999,failure,5076.2,no
54,housemaid,married,university.degree,no,no,cellular,aug,wed,77,3,999,nonexistent,5076.2,no
36,admin.,single,university.degree,no,no,cellular,aug,wed,82,1,999,nonexistent,5076.2,no
36,admin.,divorced,university.degree,yes,no,cellular,aug,wed,161,2,999,nonexistent,5076.2,no
66,technician,married,professional.course,yes,no,telephone,aug,wed,150,2,999,nonexistent,5076.2,no
35,blue-collar,single,basic.9y,no,no,cellular,aug,wed,305,3,999,failure,5076.2,no
28,admin.,single,university.degree,no,no,cellular,aug,wed,202,1,999,nonexistent,5076.2,no
28,admin.,single,university.degree,no,no,cellular,aug,wed,153,1,999,nonexistent,5076.2,no
44,admin.,married,university.degree,yes,no,cellular,aug,wed,113,1,999,nonexistent,5076.2,no
32,admin.,married,high.school,no,no,cellular,aug,wed,96,1,999,nonexistent,5076.2,no
29,blue-collar,single,high.school,yes,no,cellular,aug,wed,71,1,999,nonexistent,5076.2,no
41,services,married,high.school,unknown,unknown,cellular,aug,wed,301,1,999,nonexistent,5076.2,no
33,admin.,single,university.degree,unknown,unknown,cellular,aug,wed,123,1,999,nonexistent,5076.2,no
33,admin.,single,university.degree,no,no,cellular,aug,wed,192,1,999,nonexistent,5076.2,no
45,admin.,married,university.degree,no,no,cellular,aug,wed,363,1,4,success,5076.2,no
44,admin.,married,university.degree,no,no,cellular,aug,wed,96,2,4,success,5076.2,no
28,student,single,high.school,yes,no,cellular,aug,wed,188,1,999,nonexistent,5076.2,no
66,retired,married,basic.6y,yes,no,cellular,aug,wed,124,1,1,success,5076.2,no
66,retired,married,basic.6y,no,no,cellular,aug,wed,174,1,999,nonexistent,5076.2,no
32,technician,married,professional.course,yes,no,cellular,aug,wed,44,1,3,success,5076.2,no
33,admin.,single,university.degree,yes,no,cellular,aug,wed,222,2,999,failure,5076.2,no
42,technician,married,professional.course,yes,no,cellular,aug,wed,246,1,999,nonexistent,5076.2,no
42,technician,married,professional.course,no,no,cellular,aug,wed,96,1,999,failure,5076.2,no
44,admin.,married,university.degree,no,no,cellular,aug,wed,120,1,999,failure,5076.2,no
37,management,single,university.degree,yes,no,cellular,aug,wed,243,1,999,nonexistent,5076.2,no
42,technician,married,professional.course,yes,yes,cellular,aug,wed,543,1,999,nonexistent,5076.2,no
28,self-employed,single,university.degree,unknown,unknown,cellular,aug,wed,227,1,999,nonexistent,5076.2,no
28,technician,single,professional.course,no,yes,cellular,aug,wed,162,1,3,success,5076.2,no
74,retired,married,professional.course,no,no,cellular,aug,wed,298,1,999,nonexistent,5076.2,no
76,retired,married,basic.4y,no,no,cellular,aug,wed,331,2,999,nonexistent,5076.2,no
29,admin.,married,university.degree,no,no,cellular,aug,thu,111,5,999,nonexistent,5076.2,no
27,admin.,single,high.school,no,yes,cellular,aug,thu,255,2,999,failure,5076.2,no
37,technician,single,university.degree,yes,yes,cellular,aug,thu,73,2,4,success,5076.2,no
33,technician,married,university.degree,yes,no,cellular,aug,thu,101,4,999,failure,5076.2,no
30,admin.,married,university.degree,yes,no,telephone,aug,thu,181,1,999,nonexistent,5076.2,no
41,admin.,married,high.school,yes,no,cellular,aug,thu,1175,3,999,nonexistent,5076.2,no
39,admin.,married,university.degree,yes,no,cellular,aug,thu,102,1,4,success,5076.2,no
39,admin.,married,university.degree,yes,no,cellular,aug,thu,200,1,999,failure,5076.2,no
36,admin.,married,university.degree,yes,yes,cellular,aug,thu,220,2,999,failure,5076.2,no
88,retired,divorced,basic.4y,yes,no,cellular,aug,thu,402,2,999,nonexistent,5076.2,no
39,management,married,university.degree,no,no,cellular,aug,thu,105,1,999,nonexistent,5076.2,no
39,admin.,married,university.degree,yes,no,cellular,aug,thu,368,1,999,nonexistent,5076.2,no
45,admin.,divorced,university.degree,yes,no,cellular,aug,thu,150,3,999,failure,5076.2,no
34,housemaid,married,university.degree,no,no,cellular,aug,thu,485,3,4,success,5076.2,no
74,retired,married,basic.4y,no,no,cellular,aug,thu,307,1,999,failure,5076.2,no
46,admin.,married,university.degree,yes,no,cellular,aug,thu,164,1,999,nonexistent,5076.2,no
62,retired,married,university.degree,yes,yes,cellular,aug,thu,791,2,999,nonexistent,5076.2,no
34,housemaid,married,university.degree,no,yes,cellular,aug,thu,1152,2,6,success,5076.2,no
36,admin.,married,university.degree,no,no,cellular,aug,thu,138,2,999,failure,5076.2,no
36,unemployed,married,university.degree,yes,no,cellular,aug,thu,138,2,999,nonexistent,5076.2,no
38,management,married,university.degree,yes,no,cellular,aug,thu,328,2,999,nonexistent,5076.2,no
33,admin.,single,university.degree,yes,no,cellular,aug,thu,72,3,999,nonexistent,5076.2,no
24,student,single,high.school,no,no,cellular,aug,thu,136,1,999,failure,5076.2,no
34,self-employed,married,university.degree,no,no,cellular,aug,thu,78,2,999,nonexistent,5076.2,no
20,student,single,high.school,no,no,cellular,aug,thu,347,2,999,nonexistent,5076.2,no
81,retired,married,basic.6y,no,no,cellular,aug,thu,189,2,4,success,5076.2,no
43,technician,married,university.degree,no,no,cellular,aug,thu,160,1,999,nonexistent,5076.2,no
34,management,married,university.degree,no,no,cellular,aug,thu,233,1,999,nonexistent,5076.2,no
32,services,married,high.school,yes,no,cellular,aug,thu,105,1,999,nonexistent,5076.2,no
32,services,married,high.school,no,no,cellular,aug,thu,100,1,999,nonexistent,5076.2,no
34,self-employed,single,university.degree,no,no,telephone,aug,thu,57,1,999,nonexistent,5076.2,no
24,technician,single,professional.course,no,no,cellular,aug,thu,129,1,999,nonexistent,5076.2,no
28,unemployed,single,university.degree,no,yes,cellular,aug,thu,74,2,999,nonexistent,5076.2,no
27,technician,single,university.degree,no,no,cellular,aug,thu,103,1,4,success,5076.2,no
46,admin.,married,university.degree,yes,no,telephone,aug,thu,213,1,999,nonexistent,5076.2,no
76,retired,married,basic.6y,no,yes,cellular,aug,thu,284,1,999,failure,5076.2,no
64,unknown,married,unknown,yes,yes,cellular,aug,thu,219,1,999,nonexistent,5076.2,no
35,admin.,single,high.school,no,yes,cellular,aug,thu,73,1,999,failure,5076.2,no
41,blue-collar,married,basic.9y,no,no,cellular,aug,thu,726,1,999,nonexistent,5076.2,no
41,blue-collar,married,basic.9y,no,no,cellular,aug,thu,75,1,999,failure,5076.2,no
76,retired,married,university.degree,yes,no,cellular,aug,thu,344,1,999,failure,5076.2,no
48,self-employed,married,university.degree,no,no,cellular,aug,thu,135,1,4,success,5076.2,no
25,admin.,single,university.degree,no,yes,cellular,aug,thu,112,1,999,nonexistent,5076.2,no
25,admin.,single,university.degree,no,yes,cellular,aug,thu,99,1,999,nonexistent,5076.2,no
21,student,single,high.school,no,no,cellular,aug,thu,185,2,4,success,5076.2,no
39,admin.,married,basic.9y,no,no,cellular,aug,thu,371,2,999,nonexistent,5076.2,no
44,unemployed,married,high.school,yes,no,cellular,aug,thu,143,1,3,success,5076.2,no
44,unemployed,married,high.school,yes,no,telephone,aug,thu,99,1,999,nonexistent,5076.2,no
44,unemployed,married,high.school,yes,no,cellular,aug,thu,146,1,999,nonexistent,5076.2,no
44,unemployed,married,high.school,yes,no,cellular,aug,thu,284,1,999,nonexistent,5076.2,no
29,management,married,university.degree,yes,no,cellular,aug,thu,75,1,4,success,5076.2,no
73,retired,married,professional.course,yes,no,cellular,aug,thu,135,2,999,nonexistent,5076.2,no
36,technician,married,professional.course,yes,no,cellular,aug,thu,92,2,999,failure,5076.2,no
22,student,single,high.school,no,no,cellular,aug,thu,53,2,3,success,5076.2,no
33,services,married,high.school,unknown,unknown,cellular,aug,thu,240,2,999,nonexistent,5076.2,no
62,retired,married,university.degree,no,no,cellular,aug,thu,154,2,999,nonexistent,5076.2,no
21,student,single,high.school,no,no,cellular,aug,thu,236,3,999,nonexistent,5076.2,no
72,retired,divorced,basic.4y,yes,yes,cellular,aug,thu,238,2,999,failure,5076.2,no
31,technician,married,university.degree,no,no,cellular,aug,thu,158,1,999,nonexistent,5076.2,no
33,admin.,single,university.degree,no,no,cellular,aug,thu,275,1,999,nonexistent,5076.2,no
43,unemployed,married,high.school,no,no,cellular,aug,thu,319,4,3,success,5076.2,no
36,admin.,married,university.degree,no,no,cellular,aug,thu,126,2,999,nonexistent,5076.2,no
17,student,single,basic.9y,yes,no,cellular,aug,fri,182,2,999,failure,5076.2,no
43,management,married,basic.9y,yes,yes,cellular,aug,fri,233,2,999,nonexistent,5076.2,no
61,retired,married,basic.9y,yes,no,telephone,aug,fri,176,2,999,nonexistent,5076.2,no
70,retired,married,professional.course,no,no,cellular,aug,fri,185,3,999,failure,5076.2,no
45,unemployed,married,basic.9y,no,no,cellular,aug,fri,126,3,999,nonexistent,5076.2,no
43,management,married,basic.9y,yes,no,cellular,aug,fri,180,1,6,failure,5076.2,no
29,blue-collar,married,basic.4y,yes,no,cellular,aug,fri,98,1,999,failure,5076.2,no
48,management,divorced,university.degree,no,no,cellular,aug,fri,117,1,999,nonexistent,5076.2,no
24,student,single,high.school,yes,no,cellular,aug,fri,319,1,999,failure,5076.2,no
33,blue-collar,single,basic.9y,no,no,cellular,aug,fri,257,1,999,failure,5076.2,no
32,blue-collar,married,basic.9y,yes,yes,cellular,aug,fri,230,1,999,nonexistent,5076.2,no
36,unemployed,single,university.degree,no,no,cellular,aug,fri,415,1,999,nonexistent,5076.2,no
36,unemployed,single,university.degree,no,no,cellular,aug,fri,260,1,999,nonexistent,5076.2,no
17,student,single,basic.9y,yes,no,cellular,aug,fri,92,3,4,success,5076.2,no
25,student,single,high.school,no,no,cellular,aug,fri,253,1,999,nonexistent,5076.2,no
25,student,single,high.school,yes,no,cellular,aug,fri,78,1,999,failure,5076.2,no
48,admin.,single,university.degree,yes,no,cellular,aug,fri,260,2,999,failure,5076.2,no
20,student,single,high.school,no,no,cellular,aug,fri,190,2,999,failure,5076.2,no
63,blue-collar,married,basic.4y,yes,yes,cellular,aug,fri,107,3,999,nonexistent,5076.2,no
35,admin.,single,high.school,yes,no,cellular,aug,fri,105,1,999,nonexistent,5076.2,no
25,services,single,high.school,no,no,cellular,aug,fri,553,1,999,nonexistent,5076.2,no
26,student,single,high.school,no,no,cellular,aug,fri,482,2,999,nonexistent,5076.2,no
32,admin.,married,university.degree,yes,no,cellular,aug,fri,88,5,999,nonexistent,5076.2,no
63,retired,divorced,basic.4y,yes,no,cellular,aug,fri,153,2,3,success,5076.2,no
37,entrepreneur,married,basic.6y,yes,no,cellular,aug,fri,148,2,999,nonexistent,5076.2,no
25,technician,single,university.degree,yes,no,cellular,aug,fri,142,2,999,failure,5076.2,no
61,retired,married,basic.9y,no,no,cellular,aug,fri,99,3,999,nonexistent,5076.2,no
70,retired,married,professional.course,no,no,cellular,aug,fri,70,3,999,nonexistent,5076.2,no
28,unemployed,married,professional.course,no,no,telephone,aug,fri,140,11,999,nonexistent,5076.2,no
35,technician,married,university.degree,no,no,cellular,aug,fri,224,3,999,nonexistent,5076.2,no
20,student,single,high.school,no,no,telephone,aug,fri,159,2,4,success,5076.2,no
35,management,married,high.school,yes,yes,cellular,aug,fri,313,4,999,failure,5076.2,no
22,student,single,basic.9y,no,no,telephone,aug,mon,297,1,999,nonexistent,5076.2,no
68,retired,married,basic.4y,no,no,cellular,aug,mon,110,1,999,failure,5076.2,no
65,retired,married,high.school,no,no,cellular,aug,mon,80,1,999,failure,5076.2,no
26,admin.,single,university.degree,yes,no,cellular,aug,mon,138,1,999,nonexistent,5076.2,no
66,retired,married,unknown,no,no,cellular,aug,mon,43,1,999,failure,5076.2,no
23,technician,single,university.degree,yes,no,cellular,aug,mon,116,1,999,nonexistent,5076.2,no
43,management,married,university.degree,no,no,cellular,aug,mon,75,1,999,nonexistent,5076.2,no
72,retired,divorced,basic.4y,no,no,cellular,aug,mon,152,1,999,nonexistent,5076.2,no
60,admin.,married,university.degree,no,no,cellular,aug,mon,133,1,999,nonexistent,5076.2,no
33,technician,married,university.degree,yes,no,cellular,aug,mon,551,2,999,nonexistent,5076.2,no
23,student,single,high.school,no,no,cellular,aug,mon,123,1,999,nonexistent,5076.2,no
23,student,single,high.school,no,no,cellular,aug,mon,80,1,999,nonexistent,5076.2,no
33,unemployed,single,university.degree,no,no,cellular,aug,mon,156,1,999,nonexistent,5076.2,no
65,retired,married,high.school,yes,yes,cellular,aug,mon,97,2,999,nonexistent,5076.2,no
34,technician,married,university.degree,no,no,cellular,aug,mon,473,1,999,nonexistent,5076.2,no
31,admin.,single,university.degree,no,no,telephone,aug,mon,122,1,999,nonexistent,5076.2,no
34,technician,single,professional.course,no,no,cellular,aug,mon,237,1,999,failure,5076.2,no
31,technician,married,university.degree,no,no,cellular,aug,mon,109,1,999,failure,5076.2,no
26,admin.,single,university.degree,unknown,unknown,cellular,aug,mon,115,1,999,nonexistent,5076.2,no
43,management,married,university.degree,no,no,telephone,aug,mon,123,1,999,nonexistent,5076.2,no
50,blue-collar,married,basic.4y,no,no,cellular,aug,mon,123,2,15,success,5076.2,no
30,services,single,high.school,no,no,cellular,aug,mon,366,2,999,nonexistent,5076.2,no
34,technician,married,professional.course,no,no,cellular,aug,mon,123,1,999,nonexistent,5076.2,no
18,student,single,basic.6y,yes,no,cellular,aug,mon,628,1,999,nonexistent,5076.2,no
27,self-employed,single,university.degree,unknown,unknown,cellular,aug,mon,130,2,999,failure,5076.2,no
27,self-employed,single,university.degree,no,no,cellular,aug,mon,241,2,999,nonexistent,5076.2,no
28,admin.,single,university.degree,no,no,cellular,aug,mon,192,1,999,nonexistent,5076.2,no
28,admin.,single,university.degree,unknown,unknown,cellular,aug,mon,148,1,999,failure,5076.2,no
29,management,single,university.degree,no,no,cellular,aug,mon,300,1,999,nonexistent,5076.2,no
46,entrepreneur,married,high.school,yes,no,cellular,aug,mon,109,1,999,nonexistent,5076.2,no
29,unemployed,single,university.degree,yes,no,cellular,aug,tue,33,2,999,nonexistent,5076.2,no
65,housemaid,divorced,basic.4y,yes,no,cellular,aug,tue,212,1,999,nonexistent,5076.2,no
31,admin.,single,high.school,yes,no,cellular,aug,tue,243,2,999,nonexistent,5076.2,no
63,retired,married,university.degree,no,no,cellular,aug,tue,177,1,999,nonexistent,5076.2,no
34,admin.,single,university.degree,no,yes,cellular,aug,tue,543,1,999,failure,5076.2,no
33,admin.,married,high.school,no,no,cellular,aug,tue,147,1,999,failure,5076.2,no
33,admin.,married,high.school,no,yes,cellular,aug,tue,113,1,6,success,5076.2,no
49,technician,married,university.degree,no,no,cellular,aug,tue,90,1,999,nonexistent,5076.2,no
32,technician,single,university.degree,yes,yes,cellular,aug,tue,96,1,999,nonexistent,5076.2,no
56,management,married,university.degree,no,no,telephone,aug,tue,108,1,999,nonexistent,5076.2,no
59,management,married,university.degree,yes,no,cellular,aug,tue,210,2,999,failure,5076.2,no
61,retired,married,university.degree,yes,no,cellular,aug,tue,101,1,999,nonexistent,5076.2,no
34,admin.,married,university.degree,yes,no,cellular,aug,tue,360,1,999,nonexistent,5076.2,no
37,admin.,married,university.degree,no,yes,cellular,aug,tue,66,1,999,failure,5076.2,no
35,technician,married,university.degree,unknown,unknown,cellular,aug,tue,117,1,999,nonexistent,5076.2,no
32,services,married,high.school,no,no,cellular,aug,tue,363,1,999,nonexistent,5076.2,no
29,admin.,single,university.degree,yes,no,cellular,aug,tue,307,1,999,nonexistent,5076.2,no
65,retired,married,basic.4y,yes,no,cellular,aug,tue,197,2,999,failure,5076.2,no
63,retired,married,university.degree,no,no,telephone,aug,tue,280,3,999,nonexistent,5076.2,no
35,admin.,single,university.degree,no,no,telephone,aug,tue,396,3,999,nonexistent,5076.2,no
26,admin.,single,high.school,no,no,cellular,aug,wed,431,4,999,nonexistent,5076.2,no
38,technician,married,university.degree,yes,no,cellular,aug,wed,220,5,999,nonexistent,5076.2,no
33,admin.,married,high.school,yes,no,cellular,aug,wed,206,4,999,nonexistent,5076.2,no
33,admin.,married,high.school,yes,no,telephone,aug,wed,578,2,999,nonexistent,5076.2,no
62,unemployed,married,high.school,yes,no,cellular,aug,wed,250,1,999,failure,5076.2,no
80,retired,married,basic.4y,no,no,cellular,aug,wed,207,4,999,nonexistent,5076.2,no
26,technician,single,university.degree,yes,yes,cellular,aug,wed,65,1,999,nonexistent,5076.2,no
56,housemaid,divorced,basic.4y,no,no,cellular,aug,wed,89,1,999,nonexistent,5076.2,no
20,student,single,basic.9y,no,no,cellular,aug,wed,98,2,999,nonexistent,5076.2,no
26,admin.,single,high.school,yes,no,telephone,aug,wed,170,1,999,nonexistent,5076.2,no
33,admin.,single,university.degree,yes,no,cellular,aug,wed,67,1,3,success,5076.2,no
73,retired,married,basic.4y,no,no,cellular,aug,wed,76,1,999,nonexistent,5076.2,no
32,admin.,married,university.degree,yes,no,telephone,aug,wed,328,1,999,failure,5076.2,no
34,unemployed,single,university.degree,no,no,cellular,aug,wed,484,1,999,nonexistent,5076.2,no
33,admin.,married,high.school,no,no,cellular,aug,wed,321,2,999,nonexistent,5076.2,no
54,technician,married,basic.9y,no,no,cellular,aug,wed,196,2,999,nonexistent,5076.2,no
35,admin.,married,university.degree,no,yes,cellular,aug,wed,65,5,999,nonexistent,5076.2,no
32,admin.,married,university.degree,yes,no,cellular,aug,wed,80,2,999,nonexistent,5076.2,no
66,retired,married,basic.4y,yes,yes,telephone,aug,wed,82,3,999,failure,5076.2,no
40,admin.,divorced,high.school,yes,no,cellular,aug,thu,262,2,999,failure,5076.2,no
25,admin.,single,university.degree,yes,no,telephone,aug,thu,84,1,999,nonexistent,5076.2,no
27,admin.,single,university.degree,yes,no,cellular,aug,thu,97,2,999,nonexistent,5076.2,no
37,student,single,unknown,no,no,cellular,aug,thu,928,1,999,nonexistent,5076.2,no
62,admin.,married,university.degree,no,no,cellular,aug,thu,68,1,999,failure,5076.2,no
38,services,single,high.school,yes,no,cellular,aug,thu,83,5,999,nonexistent,5076.2,no
74,retired,married,basic.9y,no,no,cellular,aug,thu,188,2,999,failure,5076.2,no
29,admin.,married,university.degree,yes,no,cellular,aug,thu,69,1,999,failure,5076.2,no
29,admin.,married,university.degree,no,no,cellular,aug,thu,131,1,999,nonexistent,5076.2,no
24,admin.,single,university.degree,no,no,cellular,aug,thu,147,1,999,failure,5076.2,no
45,self-employed,married,university.degree,no,yes,cellular,aug,thu,157,1,999,nonexistent,5076.2,no
26,admin.,single,university.degree,no,no,cellular,aug,thu,99,1,999,failure,5076.2,no
38,admin.,divorced,professional.course,no,no,cellular,aug,thu,201,2,999,nonexistent,5076.2,no
28,technician,single,professional.course,yes,no,cellular,aug,thu,64,1,999,nonexistent,5076.2,no
25,student,single,university.degree,no,no,cellular,aug,thu,75,1,999,nonexistent,5076.2,no
53,admin.,married,university.degree,no,no,cellular,aug,fri,139,1,999,nonexistent,5076.2,no
64,retired,married,unknown,yes,yes,cellular,aug,fri,89,1,999,failure,5076.2,no
64,retired,married,university.degree,no,no,cellular,aug,fri,102,1,999,failure,5076.2,no
64,retired,married,university.degree,yes,yes,cellular,aug,fri,146,1,999,failure,5076.2,no
76,retired,married,basic.4y,yes,no,cellular,aug,fri,406,1,999,nonexistent,5076.2,no
76,retired,married,basic.4y,no,no,cellular,aug,fri,61,1,999,failure,5076.2,no
61,retired,married,basic.4y,yes,yes,cellular,aug,fri,69,1,999,failure,5076.2,no
58,retired,married,university.degree,yes,no,cellular,aug,fri,92,1,999,nonexistent,5076.2,no
36,admin.,married,university.degree,yes,yes,cellular,aug,fri,96,1,999,failure,5076.2,no
62,admin.,married,university.degree,yes,yes,cellular,aug,fri,64,1,999,nonexistent,5076.2,no
39,student,single,unknown,yes,no,telephone,aug,fri,104,2,999,nonexistent,5076.2,no
54,technician,divorced,university.degree,no,no,cellular,aug,fri,90,1,999,failure,5076.2,no
24,student,single,high.school,yes,no,cellular,aug,fri,200,1,6,failure,5076.2,no
24,student,single,high.school,yes,no,cellular,aug,fri,53,1,999,nonexistent,5076.2,no
24,student,single,high.school,yes,yes,cellular,aug,fri,44,1,999,failure,5076.2,no
24,student,single,high.school,yes,yes,cellular,aug,fri,298,1,999,nonexistent,5076.2,no
55,management,married,university.degree,no,no,cellular,aug,fri,72,1,999,failure,5076.2,no
64,retired,married,unknown,yes,no,cellular,aug,fri,171,3,999,failure,5076.2,no
35,admin.,married,university.degree,yes,no,cellular,aug,fri,419,5,3,success,5076.2,no
70,retired,married,university.degree,yes,no,cellular,aug,mon,73,3,999,failure,5076.2,no
34,admin.,married,university.degree,no,no,cellular,aug,mon,62,2,999,nonexistent,5076.2,no
54,self-employed,married,university.degree,yes,no,cellular,aug,mon,323,2,999,nonexistent,5076.2,no
34,admin.,married,university.degree,yes,no,cellular,aug,mon,227,2,999,nonexistent,5076.2,no
66,retired,married,university.degree,no,yes,cellular,aug,mon,315,1,999,nonexistent,5076.2,no
69,housemaid,married,basic.4y,no,no,telephone,aug,mon,420,4,999,nonexistent,5076.2,no
58,retired,married,university.degree,yes,no,telephone,aug,mon,100,1,999,nonexistent,5076.2,no
88,retired,married,university.degree,yes,no,cellular,aug,mon,401,1,999,nonexistent,5076.2,no
40,admin.,married,university.degree,yes,no,cellular,aug,mon,55,1,999,failure,5076.2,no
57,retired,married,university.degree,yes,no,cellular,aug,mon,349,1,999,nonexistent,5076.2,no
47,self-employed,married,university.degree,yes,no,cellular,aug,mon,143,2,999,nonexistent,5076.2,no
64,retired,married,basic.9y,yes,no,cellular,aug,mon,79,2,3,success,5076.2,no
57,retired,married,university.degree,no,no,cellular,aug,mon,497,2,999,failure,5076.2,no
49,technician,divorced,high.school,no,no,cellular,aug,tue,109,2,999,nonexistent,5076.2,no
25,admin.,single,university.degree,no,no,telephone,aug,tue,103,3,999,nonexistent,5076.2,no
81,retired,married,high.school,no,no,cellular,aug,tue,50,3,999,nonexistent,5076.2,no
44,technician,divorced,high.school,no,no,cellular,aug,tue,188,3,999,nonexistent,5076.2,no
43,services,married,high.school,no,yes,cellular,aug,tue,79,2,3,success,5076.2,no
38,student,single,unknown,yes,yes,cellular,aug,tue,158,2,999,nonexistent,5076.2,no
58,retired,married,high.school,no,no,cellular,aug,tue,585,4,999,nonexistent,5076.2,no
51,admin.,divorced,high.school,yes,no,cellular,aug,tue,133,1,999,failure,5076.2,no
51,admin.,divorced,high.school,no,no,cellular,aug,tue,83,1,6,failure,5076.2,no
54,technician,married,professional.course,yes,no,cellular,aug,tue,41,2,999,nonexistent,5076.2,no
63,technician,married,unknown,yes,no,cellular,aug,tue,173,1,999,nonexistent,5076.2,no
63,technician,married,unknown,yes,no,cellular,aug,tue,279,1,999,failure,5076.2,no
63,technician,married,unknown,no,no,cellular,aug,tue,47,1,999,failure,5076.2,no
64,unknown,married,unknown,no,no,cellular,aug,tue,275,1,999,nonexistent,5076.2,no
54,retired,married,professional.course,no,no,cellular,aug,tue,76,1,999,nonexistent,5076.2,no
60,housemaid,divorced,professional.course,yes,no,cellular,aug,tue,186,3,999,failure,5076.2,no
58,retired,married,high.school,no,no,cellular,aug,tue,360,5,999,nonexistent,5076.2,no
53,admin.,divorced,high.school,yes,no,cellular,aug,tue,159,2,3,success,5076.2,no
43,admin.,married,university.degree,no,yes,cellular,aug,tue,161,3,13,success,5076.2,no
67,retired,divorced,university.degree,yes,no,cellular,aug,wed,89,5,999,failure,5076.2,no
49,entrepreneur,single,university.degree,yes,no,cellular,aug,wed,78,6,5,success,5076.2,no
59,technician,married,professional.course,yes,no,telephone,aug,wed,240,3,999,failure,5076.2,no
57,retired,married,university.degree,yes,no,cellular,aug,wed,187,1,999,failure,5076.2,no
28,admin.,married,university.degree,yes,no,cellular,aug,wed,75,1,999,failure,5076.2,no
80,retired,married,basic.4y,yes,no,cellular,aug,wed,76,1,3,success,5076.2,no
78,retired,married,basic.4y,no,yes,cellular,aug,wed,103,1,999,nonexistent,5076.2,no
